Market_and_Exchange_Names,Report_Date,NonComm_Long,NonComm_Short,Open_Interest,Net
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-03-28,29758,20643,210628,9115
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-04-04,27491,24516,211139,2975
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-04-11,27649,31337,216113,-3688
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-04-18,29510,30170,226804,-660
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-04-25,48862,16886,244356,31976
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-05-02,67712,11773,271633,55939
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-05-09,68373,13252,270599,55121
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-05-16,71005,12708,282392,58297
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-05-23,58828,11368,278136,47460
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-05-30,61858,13074,285202,48784
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-06-06,62426,15714,291058,46712
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-06-13,58196,19186,283576,39010
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-06-20,41875,26819,274033,15056
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-06-27,41838,19260,249213,22578
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-07-03,57545,17174,268341,40371
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-07-11,81431,18853,301281,62578
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-07-18,86151,20865,313126,65286
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-07-25,78906,18657,305727,60249
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-08-01,73304,14893,308851,58411
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-08-08,71007,13784,299780,57223
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-08-15,54069,19018,287874,35051
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-08-22,49715,20437,289585,29278
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-08-29,46072,31664,285727,14408
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-09-05,44153,33933,279157,10220
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-09-12,37846,41528,286750,-3682
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-09-19,39471,46033,295106,-6562
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-09-26,32126,48193,287221,-16067
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-10-03,27919,52421,283318,-24502
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-10-10,27371,44989,281871,-17618
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-10-17,32621,33264,288196,-643
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-10-24,39863,13502,284082,26361
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-10-31,43604,14536,296845,29068
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-11-07,56038,12548,307139,43490
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-11-14,70572,10097,323188,60475
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-11-21,76057,9611,313991,66446
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-11-28,70708,9157,320744,61551
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-12-05,71231,12964,313362,58267
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-12-12,70889,12815,309287,58074
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-12-19,59514,12671,305179,46843
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2006-12-26,55831,12286,292012,43545
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-01-03,58604,15190,287650,43414
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-01-09,56538,17758,284729,38780
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-01-16,54045,15699,285977,38346
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-01-23,63104,11527,301040,51577
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-01-30,62557,7623,297968,54934
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-02-06,78154,13850,317960,64304
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-02-13,77194,13676,332968,63518
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-02-20,74978,10853,331389,64125
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-02-27,79624,14574,311955,65050
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-03-06,68563,18875,296781,49688
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-03-13,68978,9242,301952,59736
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-03-20,73256,10229,315477,63027
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-03-27,85019,11697,342741,73322
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-04-03,87101,9721,352807,77380
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-04-10,92572,11379,360431,81193
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-04-17,85426,13025,351314,72401
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-04-24,74119,15404,329345,58715
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-05-01,84498,13661,333678,70837
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-05-08,80703,14092,325126,66611
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-05-15,86216,12731,336549,73485
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-05-22,87172,13823,341846,73349
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-05-29,89453,15909,353686,73544
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-06-05,89890,11652,380041,78238
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-06-12,85045,11605,359127,73440
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-06-19,83726,10649,354553,73077
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-06-26,64936,11068,319501,53868
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-07-03,73405,12983,319675,60422
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-07-10,76578,13033,322515,63545
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-07-17,73097,13166,336816,59931
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-07-24,70681,14160,333832,56521
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-07-31,69310,14148,327776,55162
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-08-07,64609,15984,319972,48625
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-08-14,58392,16653,327883,41739
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-08-21,40461,19851,329631,20610
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-08-28,40746,20190,299997,20556
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-09-04,48499,15388,297412,33111
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-09-11,56753,12185,302768,44568
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-09-18,63109,12544,315060,50565
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-09-25,63982,12581,311430,51401
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-10-02,58306,15245,298860,43061
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-10-09,61290,13952,303755,47338
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-10-16,64901,11994,310248,52907
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-10-23,64591,14533,323190,50058
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-10-30,67087,12120,338987,54967
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-11-06,71921,12264,353411,59657
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-11-13,69241,13054,354007,56187
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-11-20,68105,14960,346257,53145
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-11-27,67472,16413,360244,51059
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-12-04,70882,17492,349507,53390
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-12-11,62641,17521,335195,45120
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-12-18,62926,19015,340898,43911
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-12-24,67290,13753,328442,53537
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2007-12-31,64925,16552,320931,48373
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-01-08,66706,16327,330139,50379
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-01-15,61442,16367,333217,45075
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-01-22,56892,19652,342589,37240
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-01-29,50340,20707,332133,29633
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-02-05,52201,23788,341030,28413
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-02-12,53243,22979,342671,30264
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-02-19,52589,22979,353482,29610
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-02-26,55160,19798,347138,35362
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-03-04,50277,22463,351499,27814
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-03-11,41861,20100,355624,21761
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-03-18,32336,22499,354364,9837
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-03-25,28747,24082,355200,4665
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-04-01,30248,21496,376178,8752
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-04-08,23677,22493,358271,1184
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-04-15,31817,22275,350329,9542
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-04-22,36628,19705,353756,16923
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-04-29,31992,18625,320652,13367
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-05-06,30111,16959,305808,13152
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-05-13,37098,16776,310743,20322
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-05-20,33602,17573,300551,16029
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-05-27,35756,20443,299502,15313
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-06-03,35323,20191,304569,15132
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-06-10,36501,22366,317252,14135
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-06-17,40500,18360,325169,22140
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-06-24,41339,17114,299269,24225
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-07-01,39941,14639,301805,25302
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-07-08,35511,16188,302299,19323
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-07-15,35113,16889,303754,18224
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-07-22,32784,22421,310471,10363
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-07-29,32463,23320,296292,9143
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-08-05,25234,26396,299973,-1162
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-08-12,18281,28076,320641,-9795
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-08-19,18547,26764,316241,-8217
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-08-26,19612,27355,314749,-7743
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-09-02,20400,29443,311483,-9043
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-09-09,16427,32844,330196,-16417
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-09-16,13816,34416,341022,-20600
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-09-23,18724,30771,323420,-12047
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-09-30,20253,29149,319854,-8896
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-10-07,17336,26075,335790,-8739
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-10-14,16585,28367,346659,-11782
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-10-21,14423,37536,341689,-23113
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-10-28,12059,33986,336701,-21927
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-11-04,11403,25058,331137,-13655
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-11-11,10807,23020,334827,-12213
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-11-18,7509,22091,327226,-14582
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-11-25,7364,22247,276863,-14883
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-12-02,7180,27478,270790,-20298
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-12-09,6177,30296,257072,-24119
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-12-16,9796,26923,261880,-17127
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-12-22,12864,34970,254170,-22106
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2008-12-30,13944,32798,245171,-18854
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-01-06,15235,27924,236752,-12689
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-01-13,12414,23127,240463,-10713
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-01-20,12170,26452,251296,-14282
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-01-27,12135,26424,249622,-14289
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-02-03,14773,30011,259510,-15238
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-02-10,18930,26311,250936,-7381
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-02-17,16500,30740,263380,-14240
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-02-24,14777,31433,237776,-16656
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-03-03,16487,36577,239878,-20090
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-03-10,17758,37312,237650,-19554
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-03-17,16971,43654,240044,-26683
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-03-24,15407,39387,241550,-23980
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-03-31,16606,33351,241849,-16745
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-04-07,19324,28879,244547,-9555
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-04-14,21602,24670,254905,-3068
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-04-21,23567,24742,252691,-1175
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-04-28,23619,24288,239257,-669
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-05-05,31157,25027,244315,6130
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-05-12,39444,24510,252243,14934
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-05-19,39243,31979,266450,7264
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-05-26,36761,34102,277931,2659
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-06-02,41620,31676,285220,9944
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-06-09,42107,35184,300556,6923
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-06-16,26380,39890,313639,-13510
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-06-23,25224,41929,306744,-16705
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-06-30,20380,48479,283193,-28099
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-07-07,15414,57355,287266,-41941
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-07-14,16451,59829,299717,-43378
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-07-21,15471,56731,299095,-41260
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-07-28,15267,52118,281698,-36851
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-08-04,22753,40037,295818,-17284
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-08-11,22697,34417,291621,-11720
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-08-18,19759,31511,280627,-11752
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-08-25,24770,30086,274870,-5316
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-09-01,20584,44706,269212,-24122
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-09-08,23361,49830,259111,-26469
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-09-15,25190,52025,263190,-26835
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-09-22,25051,51804,255076,-26753
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-09-29,20332,53654,250762,-33322
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-10-06,22315,53023,243041,-30708
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-10-13,28264,45151,272851,-16887
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-10-20,34733,37066,283245,-2333
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-10-27,40885,29872,289078,11013
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-11-03,32554,27943,282918,4611
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-11-09,29058,25850,286457,3208
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-11-17,43611,22382,312964,21229
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-11-24,49987,20807,287202,29180
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-12-01,50250,20144,294010,30106
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-12-08,48940,19448,274347,29492
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-12-15,43489,18996,268540,24493
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-12-22,29007,21083,259981,7924
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2009-12-29,31047,20465,241324,10582
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-01-05,41748,22081,240248,19667
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-01-12,36100,25658,247076,10442
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-01-19,24208,30189,253047,-5981
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-01-26,25572,40546,269833,-14974
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-02-02,31588,44703,296768,-13115
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-02-09,35065,39991,336428,-4926
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-02-16,36512,33028,336843,3484
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-02-23,35037,29677,324979,5360
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-03-02,38995,27542,318484,11453
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-03-09,44933,33362,324869,11571
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-03-16,40440,29732,323972,10708
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-03-23,35805,28431,322355,7374
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-03-30,28850,31389,325054,-2539
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-04-06,38739,30604,338795,8135
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-04-13,47659,27620,331537,20039
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-04-20,35556,27801,335659,7755
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-04-27,33537,27416,309239,6121
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-05-04,32005,48343,311762,-16338
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-05-11,36236,53012,325116,-16776
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-05-18,36166,65585,340739,-29419
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-05-25,38739,74728,360102,-35989
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-06-01,40865,65987,370047,-25122
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-06-08,39004,72215,386301,-33211
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-06-15,37691,69202,381437,-31511
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-06-22,33252,58945,363873,-25693
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-06-29,28418,72270,335813,-43852
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-07-06,29588,80645,340049,-51057
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-07-13,35233,67953,333110,-32720
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-07-20,32464,57942,330238,-25478
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-07-27,36537,48578,327045,-12041
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-08-03,52762,44769,348204,7993
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-08-10,65186,45200,373184,19986
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-08-17,71102,39333,378961,31769
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-08-24,54900,38328,333593,16572
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-08-31,45161,43131,313603,2030
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-09-07,50017,44476,324673,5541
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-09-14,58294,38393,344716,19901
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-09-21,71956,29755,382003,42201
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-09-28,89971,31424,396789,58547
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-10-05,98511,26319,383139,72192
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-10-12,88833,24567,407654,64266
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-10-19,88469,24640,424199,63829
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-10-26,88463,26093,447561,62370
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-11-02,86907,27684,467877,59223
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-11-09,80990,29379,497696,51611
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-11-16,64039,26339,480888,37700
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-11-23,57137,26285,479154,30852
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-11-30,56102,25443,398807,30659
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-12-07,66905,26306,424594,40599
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-12-14,70216,24908,439474,45308
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-12-21,72998,24697,443967,48301
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2010-12-28,72792,23845,429409,48947
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-01-04,75042,24050,438899,50992
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-01-11,74415,26573,448075,47842
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-01-18,74357,25664,460591,48693
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-01-25,67363,30430,466701,36933
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-02-01,86910,24544,491175,62366
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-02-08,96262,24596,503024,71666
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-02-15,81709,35503,490148,46206
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-02-22,69037,37492,439190,31545
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-03-01,80922,34316,439456,46606
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-03-08,84137,32010,447828,52127
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-03-15,65767,38920,465171,26847
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-03-22,65280,35045,432544,30235
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-03-29,69281,34055,445532,35226
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-04-05,83355,37940,470843,45415
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-04-12,75834,37129,460522,38705
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-04-19,80103,35702,442448,44401
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-04-26,76587,35358,409262,41229
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-05-03,69894,33693,393035,36201
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-05-10,54234,37550,383144,16684
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-05-17,52673,40481,387293,12192
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-05-24,63246,34708,389434,28538
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-05-31,72008,30066,394319,41942
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-06-07,80377,28522,403818,51855
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-06-14,71208,37215,397121,33993
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-06-21,64644,42928,397411,21716
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-06-28,51786,44972,332449,6814
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-07-05,46489,51313,328507,-4824
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-07-12,51398,40438,325971,10960
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-07-19,56711,40255,344290,16456
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-07-26,51457,42522,320975,8935
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-08-02,55969,44435,328367,11534
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-08-09,41762,60462,334757,-18700
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-08-16,41944,57220,330263,-15276
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-08-23,44146,48192,327128,-4046
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-08-30,57486,30147,323377,27339
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-09-06,60438,32710,324762,27728
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-09-13,59034,33626,338985,25408
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-09-20,53913,40012,334341,13901
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-09-27,45026,57092,343155,-12066
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-10-04,43092,63282,374395,-20190
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-10-11,46179,69121,373211,-22942
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-10-18,42595,62902,371213,-20307
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-10-25,39572,67500,380477,-27928
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-11-01,38107,68787,386447,-30680
SOYBEAN OIL - CHICAGO BOARD OF TRADE,2011-11-08,40199,65146,372493,-24947
